tags_collected, collisions_in_seconds, time_in_minutes, random_seed
55, 182.266, 18, 384591
67, 66.7031, 18, 369884
37, 98.7188, 18, 560204
26, 165.938, 18, 666735
31, 97.7656, 18, 903095
60, 81.7188, 18, 945124
46, 122.656, 18, 426872
29, 138.203, 18, 863220
44, 112.734, 18, 246652
31, 122.422, 18, 16409
28, 109.625, 18, 811201
37, 52.7656, 18, 86324
26, 101.656, 18, 704197
42, 80.9531, 18, 611585
51, 70.4531, 18, 181459
40, 38, 10, 827202
24, 20.9844, 10, 586288
0, 5.32812, 1.66667, 146286
