Robot,Trajectory,X,Y,Timestep,Congestion,Velocity
F10,2,-0.0905321,0.506808,40.3125,1,7.155417528046205e-05
F10,2,-0.0905321,0.506808,40.34375,1,0.0
F10,2,-0.0905321,0.506808,40.375,1,0.0
F10,2,-0.0905321,0.506808,40.40625,1,0.0
F10,2,-0.0905321,0.506808,40.4375,1,0.0
F10,2,-0.0905321,0.506808,40.46875,1,0.0
F10,2,-0.0905321,0.506808,40.5,1,0.0
F10,2,-0.0905321,0.506808,40.53125,1,0.0
F10,2,-0.0905321,0.506808,40.5625,1,0.0
F10,2,-0.0905321,0.506808,40.59375,1,0.0
F10,2,-0.0905321,0.506808,40.625,1,0.0
F10,2,-0.0905321,0.506808,40.65625,1,0.0
F10,2,-0.0905321,0.506808,40.6875,1,0.0
F10,2,-0.0905321,0.506808,40.71875,1,0.0
F10,2,-0.0905321,0.506808,40.75,1,0.0
F10,2,-0.0905321,0.506808,40.78125,1,0.0
F10,2,-0.0905321,0.506808,40.8125,1,0.0
F10,2,-0.0905321,0.506808,40.84375,1,0.0
F10,2,-0.0905321,0.506808,40.875,1,0.0
F10,2,-0.0905321,0.506808,40.90625,1,0.0
F10,2,-0.0905321,0.506808,40.9375,1,0.0
F10,2,-0.0905321,0.506808,40.96875,1,0.0
F10,2,-0.0905321,0.506808,41.0,1,0.0
F10,2,-0.0905321,0.506808,41.03125,1,0.0
F10,2,-0.0905321,0.506808,41.0625,1,0.0
F10,2,-0.0905321,0.506808,41.09375,1,0.0
F10,2,-0.0905321,0.506808,41.125,1,0.0
F10,2,-0.0905321,0.506808,41.15625,1,0.0
F10,2,-0.0905321,0.506808,41.1875,1,0.0
F10,2,-0.0905321,0.506808,41.21875,1,0.0
F10,2,-0.0905321,0.506808,41.25,1,0.0
F10,2,-0.0905321,0.506808,41.28125,1,0.0
F10,2,-0.0905321,0.506808,41.3125,1,0.0
F10,2,-0.0905321,0.506808,41.34375,1,0.0
F10,2,-0.0905321,0.506808,41.375,1,0.0
F10,2,-0.0905321,0.506808,41.40625,1,0.0
F10,2,-0.0905321,0.506808,41.4375,1,0.0
F10,2,-0.0905321,0.506808,41.46875,1,0.0
F10,2,-0.0905321,0.506808,41.5,1,0.0
F10,2,-0.0905321,0.506808,41.53125,1,0.0
F10,2,-0.0905321,0.506808,41.5625,1,0.0
F10,2,-0.0905321,0.506808,41.59375,1,0.0
F10,2,-0.0905321,0.506808,41.625,1,0.0
F10,2,-0.0905321,0.506808,41.65625,1,0.0
F10,2,-0.0905321,0.506808,41.6875,1,0.0
F10,2,-0.0905321,0.506808,41.71875,1,0.0
F10,2,-0.0905321,0.506808,41.75,1,0.0
F10,2,-0.0905321,0.506808,41.78125,1,0.0
F10,2,-0.0905321,0.506808,41.8125,1,0.0
F10,2,-0.0905321,0.506808,41.84375,1,0.0
F10,2,-0.0905321,0.506808,41.875,1,0.0
F10,2,-0.0905321,0.506808,41.90625,1,0.0
F10,2,-0.0905321,0.506808,41.9375,1,0.0
F10,2,-0.0905321,0.506808,41.96875,1,0.0
F10,2,-0.0905321,0.506808,42.0,1,0.0
F10,2,-0.0905321,0.506808,42.03125,1,0.0
F10,2,-0.0905321,0.506808,42.0625,1,0.0
F10,2,-0.0905321,0.506808,42.09375,1,0.0
F10,2,-0.0905321,0.506808,42.125,1,0.0
F10,2,-0.0905352,0.506786,42.15625,1,0.0007109547383648565
F10,2,-0.0905356,0.506783,42.1875,1,9.684957408190268e-05
F10,2,-0.0905356,0.506783,42.21875,1,0.0
F10,2,-0.0905356,0.506783,42.25,1,0.0
F10,2,-0.0905356,0.506783,42.28125,1,0.0
F10,2,-0.0905356,0.506783,42.3125,1,0.0
F10,2,-0.0905356,0.506783,42.34375,1,0.0
F10,2,-0.0905356,0.506783,42.375,1,0.0
F10,2,-0.0905356,0.506783,42.40625,1,0.0
F10,2,-0.0905356,0.506783,42.4375,1,0.0
F10,2,-0.0905356,0.506783,42.46875,1,0.0
F10,2,-0.0905322,0.506761,42.5,1,0.0007123576629745023
F10,2,-0.0905318,0.506759,42.53125,1,6.526744977577736e-05
F10,2,-0.0905318,0.506759,42.5625,1,0.0
F10,2,-0.0900299,0.503489,42.59375,1,0.10586538101116894
F10,2,-0.0892711,0.498547,42.625,1,0.15999725258440983
F10,2,-0.0885123,0.493605,42.65625,1,0.15999725258441166
F10,2,-0.0877536,0.488663,42.6875,1,0.15999676697533616
F10,2,-0.0869948,0.483721,42.71875,1,0.15999725258441166
F10,2,-0.0862361,0.478779,42.75,1,0.15999676697533616
F10,2,-0.0854773,0.473837,42.78125,1,0.1599972525844116
F10,2,-0.0847185,0.468895,42.8125,1,0.15999725258441166
F10,2,-0.0839598,0.463952,42.84375,1,0.1600283964881243
F10,2,-0.083201,0.45901,42.875,1,0.15999725258441166
F10,2,-0.0824423,0.454068,42.90625,1,0.1599967669753344
F10,2,-0.0816835,0.449126,42.9375,1,0.1599972525844116
F10,2,-0.0809247,0.444184,42.96875,1,0.15999725258441166
F10,2,-0.080166,0.439242,43.0,1,0.15999676697533616
F10,2,-0.0794072,0.4343,43.03125,1,0.15999725258441166
F10,2,-0.0786485,0.429358,43.0625,1,0.15999676697533616
F10,2,-0.0778897,0.424416,43.09375,1,0.1599972525844116
F10,2,-0.0771309,0.419474,43.125,1,0.15999725258441166
F10,2,-0.0763722,0.414531,43.15625,1,0.1600283964881243
F10,2,-0.0756134,0.409589,43.1875,1,0.15999725258441166
F10,2,-0.0748546,0.404647,43.21875,1,0.15999725258441166
F10,2,-0.0740959,0.399705,43.25,1,0.1599967669753361
F10,2,-0.0733371,0.394763,43.28125,1,0.15999725258441166
F10,2,-0.0725784,0.389821,43.3125,1,0.15999676697533616
F10,2,-0.0718196,0.384879,43.34375,1,0.15999725258440992
F10,2,-0.0710608,0.379937,43.375,1,0.15999725258441166
F10,2,-0.0703021,0.374995,43.40625,1,0.1599967669753361
F10,2,-0.0695433,0.370053,43.4375,1,0.15999725258441166
F10,2,-0.0687846,0.365111,43.46875,1,0.15999676697533616
F10,2,-0.0680258,0.360168,43.5,1,0.16002888200121976
F10,2,-0.067267,0.355226,43.53125,1,0.15999725258441166
F10,2,-0.0670103,0.353554,43.5625,1,0.05413090044845017
F10,2,-0.0670103,0.353554,43.59375,1,0.0
F10,2,-0.0670103,0.353554,43.625,1,0.0
F10,2,-0.0670103,0.353554,43.65625,1,0.0
F10,2,-0.0670103,0.353554,43.6875,1,0.0
F10,2,-0.0670103,0.353554,43.71875,1,0.0
F10,2,-0.0670103,0.353554,43.75,1,0.0
F10,2,-0.0670103,0.353554,43.78125,1,0.0
F10,2,-0.0670103,0.353554,43.8125,1,0.0
F10,2,-0.0670103,0.353554,43.84375,1,0.0
F10,2,-0.0670103,0.353554,43.875,1,0.0
F10,2,-0.0670103,0.353554,43.90625,1,0.0
F10,2,-0.0670103,0.353554,43.9375,1,0.0
F10,2,-0.0670103,0.353554,43.96875,1,0.0
F10,2,-0.0670103,0.353554,44.0,1,0.0
F10,2,-0.0670103,0.353554,44.03125,1,0.0
F10,2,-0.0670103,0.353554,44.0625,1,0.0
F10,2,-0.0670103,0.353554,44.09375,1,0.0
F10,2,-0.0670103,0.353554,44.125,1,0.0
F10,2,-0.0670103,0.353554,44.15625,1,0.0
F10,2,-0.0670103,0.353554,44.1875,1,0.0
F10,2,-0.0670103,0.353554,44.21875,1,0.0
F10,2,-0.0670103,0.353554,44.25,1,0.0
F10,2,-0.0670103,0.353554,44.28125,1,0.0
F10,2,-0.0670103,0.353554,44.3125,1,0.0
F10,2,-0.0670103,0.353554,44.34375,1,0.0
F10,2,-0.0670103,0.353554,44.375,1,0.0
F10,2,-0.0670103,0.353554,44.40625,1,0.0
F10,2,-0.0670103,0.353554,44.4375,1,0.0
F10,2,-0.0670103,0.353554,44.46875,1,0.0
F10,2,-0.0670103,0.353554,44.5,1,0.0
F10,2,-0.0670103,0.353554,44.53125,1,0.0
F10,2,-0.0670103,0.353554,44.5625,1,0.0
F10,2,-0.0670103,0.353554,44.59375,1,0.0
F10,2,-0.0670103,0.353554,44.625,1,0.0
F10,2,-0.0670103,0.353554,44.65625,1,0.0
F10,2,-0.0670103,0.353554,44.6875,1,0.0
F10,2,-0.0670103,0.353554,44.71875,1,0.0
F10,2,-0.0670103,0.353554,44.75,1,0.0
F10,2,-0.0670103,0.353554,44.78125,1,0.0
F10,2,-0.0670103,0.353554,44.8125,1,0.0
F10,2,-0.0670103,0.353554,44.84375,1,0.0
F10,2,-0.0670103,0.353554,44.875,1,0.0
F10,2,-0.0670103,0.353554,44.90625,1,0.0
F10,2,-0.0670103,0.353554,44.9375,1,0.0
F10,2,-0.0670103,0.353554,44.96875,1,0.0
F10,2,-0.0670103,0.353554,45.0,1,0.0
F10,2,-0.0670103,0.353554,45.03125,1,0.0
F10,2,-0.0670103,0.353554,45.0625,1,0.0
F10,2,-0.0670103,0.353554,45.09375,1,0.0
F10,2,-0.0670103,0.353554,45.125,1,0.0
F10,2,-0.0670103,0.353554,45.15625,1,0.0
F10,2,-0.0670103,0.353554,45.1875,1,0.0
F10,2,-0.0670103,0.353554,45.21875,1,0.0
F10,2,-0.0670103,0.353554,45.25,1,0.0
F10,2,-0.0670103,0.353554,45.28125,1,0.0
F10,2,-0.0670103,0.353554,45.3125,1,0.0
F10,2,-0.0670103,0.353554,45.34375,1,0.0
F10,2,-0.0670103,0.353554,45.375,1,0.0
F10,2,-0.0670103,0.353554,45.40625,1,0.0
F10,2,-0.0670103,0.353554,45.4375,1,0.0
F10,2,-0.0670103,0.353554,45.46875,1,0.0
F10,2,-0.0670103,0.353554,45.5,1,0.0
F10,2,-0.0670103,0.353554,45.53125,1,0.0
F10,2,-0.0670103,0.353554,45.5625,1,0.0
F10,2,-0.0670103,0.353554,45.59375,1,0.0
F10,2,-0.0670103,0.353554,45.625,1,0.0
F10,2,-0.069611,0.355598,45.65625,1,0.10584977244075801
F10,2,-0.073532,0.3587,45.6875,1,0.15998926363978275
F10,2,-0.077452,0.361804,45.71875,1,0.1600038911526839
F10,2,-0.081372,0.364908,45.75,1,0.16000389115268424
F10,2,-0.085292,0.368012,45.78125,1,0.16000389115268424
F10,2,-0.0866186,0.369062,45.8125,1,0.05413930532838395
F10,2,-0.0891446,0.371198,45.84375,1,0.1058574897114034
F10,2,-0.0929524,0.374439,45.875,1,0.16001094951333902
F10,2,-0.0967591,0.37768,45.90625,1,0.15998414606253936
F10,2,-0.100566,0.380922,45.9375,1,0.16000976485402318
F10,2,-0.104372,0.384164,45.96875,1,0.15998783953788545
F10,2,-0.108179,0.387406,46.0,1,0.16001220113478756
F10,2,-0.111986,0.390648,46.03125,1,0.16001220113478906
F10,2,-0.115792,0.393889,46.0625,1,0.15996709101562104
F10,2,-0.119599,0.397131,46.09375,1,0.1600122011347887
F10,2,-0.120887,0.398228,46.125,1,0.054139167633054965
F10,2,-0.120887,0.398228,46.15625,1,0.0
F10,2,-0.120887,0.398228,46.1875,1,0.0
F10,2,-0.120887,0.398228,46.21875,1,0.0
F10,2,-0.123083,0.400702,46.25,1,0.10585710277539195
F10,2,-0.126391,0.404452,46.28125,1,0.16001716387937842
F10,2,-0.129697,0.408202,46.3125,1,0.15997483322072964
F10,2,-0.133004,0.411953,46.34375,1,0.16001999875015643
F10,2,-0.13631,0.415704,46.375,1,0.15999883839578294
F10,2,-0.139616,0.419455,46.40625,1,0.15999883839578352
F10,2,-0.142923,0.423205,46.4375,1,0.1599959967499182
F10,2,-0.146229,0.426956,46.46875,1,0.15999883839578352
F10,2,-0.149535,0.430707,46.5,1,0.15999883839578352
F10,2,-0.152842,0.434458,46.53125,1,0.16001999875015643
F10,2,-0.156148,0.438208,46.5625,1,0.15997483322072828
F10,2,-0.159454,0.441959,46.59375,1,0.15999883839578352
F10,2,-0.162761,0.44571,46.625,1,0.16001999875015585
F10,2,-0.166067,0.449461,46.65625,1,0.15999883839578352
F10,2,-0.169373,0.453211,46.6875,1,0.15997483322072828
F10,2,-0.17268,0.456962,46.71875,1,0.16001999875015643
F10,2,-0.175986,0.460713,46.75,1,0.15999883839578352
F10,2,-0.179292,0.464464,46.78125,1,0.15999883839578352
F10,2,-0.182599,0.468214,46.8125,1,0.15999599674991954
F10,2,-0.185905,0.471965,46.84375,1,0.15999883839578294
F10,2,-0.189211,0.475716,46.875,1,0.15999883839578352
F10,2,-0.192518,0.479467,46.90625,1,0.16001999875015507
F10,2,-0.195824,0.483218,46.9375,1,0.15999883839578352
F10,2,-0.19913,0.486968,46.96875,1,0.15997483322072964
F10,2,-0.202437,0.490719,47.0,1,0.16001999875015643
F10,2,-0.205743,0.49447,47.03125,1,0.15999883839578352
F10,2,-0.209049,0.498221,47.0625,1,0.15999883839578352
F10,2,-0.210168,0.49949,47.09375,1,0.054140765860854465
F10,2,-0.210183,0.499507,47.125,1,0.0007254901791203562
F10,2,-0.210184,0.499509,47.15625,1,7.155417528006484e-05
F10,2,-0.212282,0.502067,47.1875,1,0.1058661760526008
F10,2,-0.215452,0.505934,47.21875,1,0.1600082845855166
F10,2,-0.218622,0.5098,47.25,1,0.15998353835317033
F10,2,-0.221792,0.513666,47.28125,1,0.15998353835316703
F10,2,-0.224963,0.517533,47.3125,1,0.16002857344862062
F10,2,-0.228133,0.521399,47.34375,1,0.1599835383531676
F10,2,-0.231303,0.525266,47.375,1,0.16000828458551936
F10,2,-0.234474,0.529132,47.40625,1,0.1600038303541517
F10,2,-0.237644,0.532999,47.4375,1,0.1600082845855166
F10,2,-0.240814,0.536865,47.46875,1,0.15998353835317033
F10,2,-0.243985,0.540731,47.5,1,0.1600038303541495
F10,2,-0.247155,0.544598,47.53125,1,0.16000828458551936
F10,2,-0.250325,0.548464,47.5625,1,0.1599835383531676
F10,2,-0.253495,0.552331,47.59375,1,0.16000828458551936
F10,2,-0.256666,0.556197,47.625,1,0.1600038303541517
F10,2,-0.259836,0.560063,47.65625,1,0.1599835383531676
F10,2,-0.260915,0.56138,47.6875,1,0.05448210274943531
F10,2,-0.260917,0.561382,47.71875,1,9.050966799322467e-05
F10,2,-0.260917,0.561382,47.75,1,0.0
F10,2,-0.260917,0.561382,47.78125,1,0.0
F10,2,-0.260917,0.561382,47.8125,1,0.0
F10,2,-0.260917,0.561382,47.84375,1,0.0
F10,2,-0.260917,0.561382,47.875,1,0.0
F10,2,-0.260917,0.561382,47.90625,1,0.0
F10,2,-0.260917,0.561382,47.9375,1,0.0
F10,2,-0.260917,0.561382,47.96875,1,0.0
F10,2,-0.260917,0.561382,48.0,1,0.0
F10,2,-0.260917,0.561382,48.03125,1,0.0
F10,2,-0.260917,0.561382,48.0625,1,0.0
F10,2,-0.260917,0.561382,48.09375,1,0.0
F10,2,-0.260917,0.561382,48.125,1,0.0
F10,2,-0.260917,0.561382,48.15625,1,0.0
F10,2,-0.260917,0.561382,48.1875,1,0.0
F10,2,-0.260917,0.561382,48.21875,1,0.0
F10,2,-0.260917,0.561382,48.25,1,0.0
F10,2,-0.260917,0.561382,48.28125,1,0.0
F10,2,-0.260917,0.561382,48.3125,1,0.0
F10,2,-0.260917,0.561382,48.34375,1,0.0
F10,2,-0.260917,0.561382,48.375,1,0.0
F10,2,-0.260917,0.561382,48.40625,1,0.0
F10,2,-0.260917,0.561382,48.4375,1,0.0
F10,2,-0.260917,0.561382,48.46875,1,0.0
F10,2,-0.260917,0.561382,48.5,1,0.0
F10,2,-0.260917,0.561382,48.53125,1,0.0
F10,2,-0.260917,0.561382,48.5625,1,0.0
F10,2,-0.260917,0.561382,48.59375,1,0.0
F10,2,-0.260917,0.561382,48.625,1,0.0
F10,2,-0.260917,0.561382,48.65625,1,0.0
F10,2,-0.260917,0.561382,48.6875,1,0.0
F10,2,-0.260917,0.561382,48.71875,1,0.0
F10,2,-0.260917,0.561382,48.75,1,0.0
F10,2,-0.260917,0.561382,48.78125,1,0.0
F10,2,-0.260917,0.561382,48.8125,1,0.0
F10,2,-0.260917,0.561382,48.84375,1,0.0
F10,2,-0.260917,0.561382,48.875,1,0.0
F10,2,-0.260917,0.561382,48.90625,1,0.0
F10,2,-0.260917,0.561382,48.9375,1,0.0
F10,2,-0.260917,0.561382,48.96875,1,0.0
F10,2,-0.260917,0.561382,49.0,1,0.0
F10,2,-0.260917,0.561382,49.03125,1,0.0
F10,2,-0.260917,0.561382,49.0625,1,0.0
F10,2,-0.260917,0.561382,49.09375,1,0.0
F10,2,-0.260917,0.561382,49.125,1,0.0
F10,2,-0.260917,0.561382,49.15625,1,0.0
F10,2,-0.260917,0.561382,49.1875,1,0.0
F10,2,-0.260917,0.561382,49.21875,1,0.0
F10,2,-0.260917,0.561382,49.25,1,0.0
F10,2,-0.260917,0.561382,49.28125,1,0.0
F10,2,-0.260917,0.561382,49.3125,1,0.0
F10,2,-0.260917,0.561382,49.34375,1,0.0
F10,2,-0.260917,0.561382,49.375,1,0.0
F10,2,-0.260917,0.561382,49.40625,1,0.0
F10,2,-0.260917,0.561382,49.4375,1,0.0
F10,2,-0.260917,0.561382,49.46875,1,0.0
F10,2,-0.260917,0.561382,49.5,1,0.0
F10,2,-0.260917,0.561382,49.53125,1,0.0
F10,2,-0.260917,0.561382,49.5625,1,0.0
F10,2,-0.260917,0.561382,49.59375,1,0.0
F10,2,-0.260917,0.561382,49.625,1,0.0
F10,2,-0.260917,0.561382,49.65625,1,0.0
F10,2,-0.260917,0.561382,49.6875,1,0.0
F10,2,-0.260917,0.561382,49.71875,1,0.0
F10,2,-0.260917,0.561382,49.75,1,0.0
F10,2,-0.260917,0.561382,49.78125,1,0.0
F10,2,-0.260917,0.561382,49.8125,1,0.0
F10,2,-0.260917,0.561382,49.84375,1,0.0
F10,2,-0.260917,0.561382,49.875,1,0.0
F10,2,-0.260917,0.561382,49.90625,1,0.0
F10,2,-0.260917,0.561382,49.9375,1,0.0
F10,2,-0.260916,0.561359,49.96875,1,0.0007366953237260537
F10,2,-0.260916,0.561357,50.0,1,6.400000000184036e-05
F10,2,-0.260916,0.561357,50.03125,1,0.0
F10,2,-0.260916,0.561357,50.0625,1,0.0
F10,2,-0.260916,0.561357,50.09375,1,0.0
F10,2,-0.260916,0.561357,50.125,1,0.0
F10,2,-0.260916,0.561357,50.15625,1,0.0
F10,2,-0.260916,0.561357,50.1875,1,0.0
F10,2,-0.260916,0.561357,50.21875,1,0.0
F10,2,-0.260916,0.561357,50.25,1,0.0
F10,2,-0.260916,0.561357,50.28125,1,0.0
F10,2,-0.260916,0.561357,50.3125,1,0.0
F10,2,-0.260916,0.561357,50.34375,1,0.0
F10,2,-0.260907,0.561336,50.375,1,0.0007311142181641329
F10,2,-0.260906,0.561334,50.40625,1,7.155417527807881e-05
F10,2,-0.260906,0.561334,50.4375,1,0.0
F10,2,-0.259611,0.55829,50.46875,1,0.10585646916462127
F10,2,-0.257653,0.553689,50.5,1,0.16000948771869597
F10,2,-0.255695,0.549088,50.53125,1,0.16000948771869666
F10,2,-0.253737,0.544488,50.5625,1,0.15998004355544013
F10,2,-0.251779,0.539887,50.59375,1,0.16000948771869666
F10,2,-0.249821,0.535286,50.625,1,0.16000948771869633
F10,2,-0.247864,0.530685,50.65625,1,0.15999695997112157
F10,2,-0.245906,0.526085,50.6875,1,0.1599800435554365
F10,2,-0.243948,0.521484,50.71875,1,0.16000948771869994
F10,2,-0.24199,0.516883,50.75,1,0.16000948771869633
F10,2,-0.240032,0.512282,50.78125,1,0.16000948771869666
F10,2,-0.238074,0.507682,50.8125,1,0.15998004355543977
F10,2,-0.236116,0.503081,50.84375,1,0.16000948771869666
F10,2,-0.234159,0.49848,50.875,1,0.15999695997111993
F10,2,-0.232201,0.49388,50.90625,1,0.1599800435554385
F10,2,-0.230243,0.489279,50.9375,1,0.16000948771869633
F10,2,-0.228285,0.484678,50.96875,1,0.1600094877186983
F10,2,-0.226327,0.480077,51.0,1,0.16000948771869797
F10,2,-0.224369,0.475477,51.03125,1,0.15998004355543813
F10,2,-0.222411,0.470876,51.0625,1,0.16000948771869666
F10,2,-0.220453,0.466275,51.09375,1,0.16000948771869797
F10,2,-0.218496,0.461674,51.125,1,0.15999695997112026
F10,2,-0.216538,0.457074,51.15625,1,0.15998004355543813
F10,2,-0.21458,0.452473,51.1875,1,0.16000948771869666
F10,2,-0.212622,0.447872,51.21875,1,0.16000948771869797
F10,2,-0.210664,0.443271,51.25,1,0.16000948771869666
F10,2,-0.208706,0.438671,51.28125,1,0.15998004355543977
F10,2,-0.206748,0.43407,51.3125,1,0.16000948771869666
F10,2,-0.204791,0.429469,51.34375,1,0.15999695997111993
F10,2,-0.202833,0.424869,51.375,1,0.15998004355543813
F10,2,-0.200875,0.420268,51.40625,1,0.1600094877186983
F10,2,-0.198917,0.415667,51.4375,1,0.16000948771869633
F10,2,-0.196959,0.411066,51.46875,1,0.1600094877186983
F10,2,-0.195001,0.406466,51.5,1,0.15998004355543813
F10,2,-0.193043,0.401865,51.53125,1,0.16000948771869666
F10,2,-0.191085,0.397264,51.5625,1,0.16000948771869797
F10,2,-0.189128,0.392663,51.59375,1,0.15999695997112026
F10,2,-0.18717,0.388063,51.625,1,0.15998004355543813
F10,2,-0.185212,0.383462,51.65625,1,0.16000948771869666
F10,2,-0.183254,0.378861,51.6875,1,0.16000948771869797
F10,2,-0.181296,0.37426,51.71875,1,0.16000948771869797
F10,2,-0.179338,0.36966,51.75,1,0.1599800435554385
F10,2,-0.17738,0.365059,51.78125,1,0.16000948771869633
F10,2,-0.175423,0.360458,51.8125,1,0.15999695997112026
F10,2,-0.173465,0.355858,51.84375,1,0.15998004355543813
F10,2,-0.171507,0.351257,51.875,1,0.1600094877186983
F10,2,-0.169549,0.346656,51.90625,1,0.16000948771869633
F10,2,-0.167591,0.342055,51.9375,1,0.1600094877186983
F10,2,-0.165633,0.337455,51.96875,1,0.15998004355543813
F10,2,-0.163675,0.332854,52.0,1,0.1600094877186983
F10,2,-0.161717,0.328253,52.03125,1,0.16000948771869633
F10,2,-0.15976,0.323652,52.0625,1,0.15999695997111993
F10,2,-0.157802,0.319052,52.09375,1,0.1599800435554385
F10,2,-0.155844,0.314451,52.125,1,0.16000948771869797
F10,2,-0.153886,0.30985,52.15625,1,0.16000948771869666
F10,2,-0.151928,0.305249,52.1875,1,0.16000948771869797
F10,2,-0.14997,0.300649,52.21875,1,0.1599800435554385
F10,2,-0.148012,0.296048,52.25,1,0.16000948771869797
F10,2,-0.146055,0.291447,52.28125,1,0.15999695997111862
F10,2,-0.144097,0.286846,52.3125,1,0.16000948771869797
F10,2,-0.142139,0.282246,52.34375,1,0.1599800435554385
F10,2,-0.140181,0.277645,52.375,1,0.16000948771869797
F10,2,-0.138223,0.273044,52.40625,1,0.16000948771869633
F10,2,-0.136265,0.268444,52.4375,1,0.1599800435554385
F10,2,-0.134307,0.263843,52.46875,1,0.16000948771869797
F10,2,-0.132349,0.259242,52.5,1,0.1600094877186983
F10,2,-0.130392,0.254641,52.53125,1,0.1599969599711183
F10,2,-0.128434,0.250041,52.5625,1,0.1599800435554385
F10,2,-0.126476,0.24544,52.59375,1,0.16000948771869797
F10,2,-0.124518,0.240839,52.625,1,0.16000948771869733
F10,2,-0.12256,0.236238,52.65625,1,0.16000948771869733
F10,2,-0.120602,0.231638,52.6875,1,0.15998004355543832
F10,2,-0.118644,0.227037,52.71875,1,0.16000948771869813
F10,2,-0.116687,0.222436,52.75,1,0.1599969599711193
F10,2,-0.114729,0.217835,52.78125,1,0.16000948771869733
F10,2,-0.112771,0.213235,52.8125,1,0.15998004355543832
F10,2,-0.112108,0.211678,52.84375,1,0.054153020525174816
F10,2,-0.112108,0.211678,52.875,1,0.0
F10,2,-0.112108,0.211678,52.90625,1,0.0
F10,2,-0.112108,0.211678,52.9375,1,0.0
F10,2,-0.112108,0.211678,52.96875,1,0.0
F10,2,-0.112108,0.211678,53.0,1,0.0
F10,2,-0.112108,0.211678,53.03125,1,0.0
F10,2,-0.112108,0.211678,53.0625,1,0.0
F10,2,-0.112108,0.211678,53.09375,1,0.0
F10,2,-0.112108,0.211678,53.125,1,0.0
F10,2,-0.112108,0.211678,53.15625,1,0.0
F10,2,-0.112108,0.211678,53.1875,1,0.0
F10,2,-0.112108,0.211678,53.21875,1,0.0
F10,2,-0.112108,0.211678,53.25,1,0.0
F10,2,-0.112108,0.211678,53.28125,1,0.0
F10,2,-0.112108,0.211678,53.3125,1,0.0
F10,2,-0.112108,0.211678,53.34375,1,0.0
F10,2,-0.112108,0.211678,53.375,1,0.0
F10,2,-0.112108,0.211678,53.40625,1,0.0
F10,2,-0.112108,0.211678,53.4375,1,0.0
F10,2,-0.112108,0.211678,53.46875,1,0.0
F10,2,-0.112108,0.211678,53.5,1,0.0
F10,2,-0.112108,0.211678,53.53125,1,0.0
F10,2,-0.112108,0.211678,53.5625,1,0.0
F10,2,-0.112108,0.211678,53.59375,1,0.0
F10,2,-0.112108,0.211678,53.625,1,0.0
F10,2,-0.112108,0.211678,53.65625,1,0.0
F10,2,-0.112108,0.211678,53.6875,1,0.0
F10,2,-0.112108,0.211678,53.71875,1,0.0
F10,2,-0.112108,0.211678,53.75,1,0.0
F10,2,-0.112108,0.211678,53.78125,1,0.0
F10,2,-0.112108,0.211678,53.8125,1,0.0
F10,2,-0.112108,0.211678,53.84375,1,0.0
F10,2,-0.112108,0.211678,53.875,1,0.0
F10,2,-0.112108,0.211678,53.90625,1,0.0
F10,2,-0.112108,0.211678,53.9375,1,0.0
F10,2,-0.112108,0.211678,53.96875,1,0.0
F10,2,-0.112108,0.211678,54.0,1,0.0
F10,2,-0.112108,0.211678,54.03125,1,0.0
F10,2,-0.112108,0.211678,54.0625,1,0.0
F10,2,-0.112108,0.211678,54.09375,1,0.0
F10,2,-0.112108,0.211678,54.125,1,0.0
F10,2,-0.112108,0.211678,54.15625,1,0.0
F10,2,-0.112108,0.211678,54.1875,1,0.0
F10,2,-0.112108,0.211678,54.21875,1,0.0
F10,2,-0.112108,0.211678,54.25,1,0.0
F10,2,-0.112108,0.211678,54.28125,1,0.0
F10,2,-0.112108,0.211678,54.3125,1,0.0
F10,2,-0.112108,0.211678,54.34375,1,0.0
F10,2,-0.112108,0.211678,54.375,1,0.0
F10,2,-0.112108,0.211678,54.40625,1,0.0
F10,2,-0.112108,0.211678,54.4375,1,0.0
F10,2,-0.112108,0.211678,54.46875,1,0.0
F10,2,-0.112108,0.211678,54.5,1,0.0
F10,2,-0.112108,0.211678,54.53125,1,0.0
F10,2,-0.112108,0.211678,54.5625,1,0.0
F10,2,-0.112108,0.211678,54.59375,1,0.0
F10,2,-0.112108,0.211678,54.625,1,0.0
F10,2,-0.112108,0.211678,54.65625,1,0.0
F10,2,-0.112108,0.211678,54.6875,1,0.0
F10,2,-0.112108,0.211678,54.71875,1,0.0
F10,2,-0.112108,0.211678,54.75,1,0.0
F10,2,-0.115323,0.212456,54.78125,1,0.10584944598815799
F10,2,-0.120179,0.213649,54.8125,1,0.16001275149187327
F10,2,-0.125034,0.214843,54.84375,1,0.15998931484321108
F10,2,-0.12989,0.216037,54.875,1,0.16002038910088923
F10,2,-0.134745,0.217231,54.90625,1,0.15998931484321066
F10,2,-0.1396,0.218425,54.9375,1,0.15998931484321066
F10,2,-0.144456,0.219619,54.96875,1,0.16002038910088923
F10,2,-0.149311,0.220813,55.0,1,0.15998931484321066
F10,2,-0.154166,0.222007,55.03125,1,0.15998931484321066
F10,2,-0.159022,0.223201,55.0625,1,0.16002038910088923
F10,2,-0.163877,0.224395,55.09375,1,0.15998931484321066
F10,2,-0.168732,0.22559,55.125,1,0.1599969599711194
F10,2,-0.173588,0.226784,55.15625,1,0.16002038910088923
F10,2,-0.178443,0.227978,55.1875,1,0.15998931484321044
F10,2,-0.183298,0.229172,55.21875,1,0.15998931484321066
